食物种类,食物名,热量,食物详情页面链接
"其它
  ",枸杞,热量：258 大卡(每100克),http://www.boohee.com/shiwu/gouqizi
"其它
  ",陈皮,热量：319 大卡(每100克),http://www.boohee.com/shiwu/chenpi
"其它
  ",栝楼根粉,热量：397 大卡(每100克),http://www.boohee.com/shiwu/huafen_youcai
"其它
  ",葛根,热量：181 大卡(每100克),http://www.boohee.com/shiwu/gegen
"其它
  ",阿拉斯加 康力士螺旋藻复合片,热量：335 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiluoxuanzaofuhepian
"其它
  ",肉桂,热量：278 大卡(每100克),http://www.boohee.com/shiwu/rougui
"其它
  ",茯苓,热量：178 大卡(每100克),http://www.boohee.com/shiwu/fulian
"其它
  ",乳儿糕,热量：366 大卡(每100克),http://www.boohee.com/shiwu/ruergao
"其它
  ",DHC浓缩膳食纤维粉,热量：194 大卡(每100克),http://www.boohee.com/shiwu/DHCnongsuoshanshixianweifen
"其它
  ",罗汉果,热量：246 大卡(每100克),http://www.boohee.com/shiwu/luohanguo
"其它
  ",米粉（蔬菜，亨氏）,热量：394 大卡(每100克),http://www.boohee.com/shiwu/mifen_shucai_hengshi
"其它
  ",光明牌切达原味芝士片,热量：299 大卡(每100克),http://www.boohee.com/shiwu/guangmingpaiqiedayuanweizhishipian
"其它
  ",薄荷(鲜),热量：34 大卡(每100克),http://www.boohee.com/shiwu/baohe_xian
"其它
  ",蛇,热量：85 大卡(每100克),http://www.boohee.com/shiwu/she_junzhi
"其它
  ",紫苏(鲜),热量：51 大卡(每100克),http://www.boohee.com/shiwu/zisu_xian
"其它
  ",甘草,热量：280 大卡(每100克),http://www.boohee.com/shiwu/gancao
"其它
  ",米粉（胡萝卜，亨氏）,热量：386 大卡(每100克),http://www.boohee.com/shiwu/mifen_huluobo_hengshi
"其它
  ",冬虫夏草,热量：292 大卡(每100克),http://www.boohee.com/shiwu/dongchongxiacao
"其它
  ",营养乳儿糕,热量：365 大卡(每100克),http://www.boohee.com/shiwu/yingyangruergao
"其它
  ",阿拉斯加 康力士牡蛎提取物软胶囊（含钙）,热量：326 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishimulitiquwuruanjiaonang_hangai
"其它
  ",米粉（猪肝蔬菜，亨氏）,热量：391 大卡(每100克),http://www.boohee.com/shiwu/mifen_zhuganshucai_hengshi
"其它
  ",优莎娜纤维素（水蜜桃芒果）,热量：267 大卡(每100克),http://www.boohee.com/shiwu/youshanaxianweisu_shuimitaomangguo
"其它
  ",鸡肝蔬菜泥（亨氏）,热量：76 大卡(每100克),http://www.boohee.com/shiwu/jiganshucaini_hengshi
"其它
  ",米粉（鱼肉蔬菜，亨氏）,热量：383 大卡(每100克),http://www.boohee.com/shiwu/mifen_yuroushucai_hengshi
"其它
  ",白芷,热量：324 大卡(每100克),http://www.boohee.com/shiwu/baizhi
"其它
  ",枣仁,热量：367 大卡(每100克),http://www.boohee.com/shiwu/zaoren
"其它
  ",亨氏 牌婴儿营养米粉DHA蔬菜口味,热量：365 大卡(每100克),http://www.boohee.com/shiwu/hengshipaiyingeryingyangmifenDHAshucaikouwei
"其它
  ",天然元 啤酒酵母复合营养片含B族维生素,热量：120 大卡(每100克),http://www.boohee.com/shiwu/tianranyuanpijiujiaomufuheyingyangpianhanBzuweishengsu
"其它
  ",米粉（高蛋白，雀巢 ）,热量：409 大卡(每100克),http://www.boohee.com/shiwu/mifen_gaodanbai_quechao
"其它
  ",米粉（高蛋白，亨氏）,热量：375 大卡(每100克),http://www.boohee.com/shiwu/mifen_gaodanbai_hengshi
"其它
  ",阿拉斯加 康力士谷物提取物复合片（含全家福多种维生素）,热量：210 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiguwutiquwufuhepian_hanquanjiafuduozhongweishengsu
"其它
  ",婴儿营养粉,热量：426 大卡(每100克),http://www.boohee.com/shiwu/yingeryingyangfen
"其它
  ",美国纤雅奇异子,热量：536 大卡(每100克),http://www.boohee.com/shiwu/meiguoxianyaqiyizi
"其它
  ",婴儿奶糕,热量：345 大卡(每100克),http://www.boohee.com/shiwu/yingernaigao
"其它
  ",薄荷(干),热量：271 大卡(每100克),http://www.boohee.com/shiwu/baohe_gan
"其它
  ",美国GBN进口蛋白质粉,热量：407 大卡(每100克),http://www.boohee.com/shiwu/meiguoGBNjinkoudanbaizhifen
"其它
  ",花粉（油松）,热量：398 大卡(每100克),http://www.boohee.com/shiwu/huafen_yousong
"其它
  ",阿拉斯加 康力士乳清蛋白粉（香草味）,热量：395 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiruqingdanbaifen_xiangcaowei
"其它
  ",菊花（干）,热量：242 大卡(每100克),http://www.boohee.com/shiwu/juhua
"其它
  ",花粉（荞麦）,热量：353 大卡(每100克),http://www.boohee.com/shiwu/huafen_qiaomai
"其它
  ",纽崔莱 果蔬纤维素嚼片,热量：488 大卡(每100克),http://www.boohee.com/shiwu/niucuilaiguoshuxianweisujiaopian
"其它
  ",阿拉斯加 康力士玫瑰果提取物复合片,热量：402 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishimeiguiguotiquwufuhepian
"其它
  ",蚕蛹,热量：230 大卡(每100克),http://www.boohee.com/shiwu/canyong
"其它
  ",金日 高营养蛋白质粉,热量：197 大卡(每100克),http://www.boohee.com/shiwu/jinripaigaoyingyangdanbaizhifen
"其它
  ",米粉（雀巢 ）,热量：376 大卡(每100克),http://www.boohee.com/shiwu/mifen_quechao
"其它
  ",仙人掌果,热量：25 大卡(每100克),http://www.boohee.com/shiwu/xianrenzhangguo
"其它
  ",紫苏,热量：295 大卡(每100克),http://www.boohee.com/shiwu/zisu
"其它
  ",车前子(鲜),热量：73 大卡(每100克),http://www.boohee.com/shiwu/cheqianzi_xian
"其它
  ",砂仁,热量：265 大卡(每100克),http://www.boohee.com/shiwu/sharen
"其它
  ",藿香叶(鲜),热量：89 大卡(每100克),http://www.boohee.com/shiwu/hexiangye_xian
"其它
  ",蜂蛹（油蜂）,热量：669 大卡(每100克),http://www.boohee.com/shiwu/fengyong_youfeng
"其它
  ",仙人掌（食用）,热量：15 大卡(每100克),http://www.boohee.com/shiwu/xianrenzhang_shiyong
"其它
  ",丁香,热量：359 大卡(每100克),http://www.boohee.com/shiwu/dingxiang
"其它
  ",虎杖(鲜),热量：5 大卡(每100克),http://www.boohee.com/shiwu/huzhang_xian
"其它
  ",莱菔子,热量：352 大卡(每100克),http://www.boohee.com/shiwu/laifuzi
"其它
  ",决明(鲜),热量：1 大卡(每100克),http://www.boohee.com/shiwu/jueming_xian
"其它
  ",建昌明列子,热量：440 大卡(每100克),http://www.boohee.com/shiwu/jianchangmingliezi
"其它
  ",蝎子,热量：177 大卡(每100克),http://www.boohee.com/shiwu/xiezi
"其它
  ",米粉（胡萝卜，雀巢 ）,热量：374 大卡(每100克),http://www.boohee.com/shiwu/mifen_huluobo_quechao
"其它
  ",米粉（番茄，亨氏）,热量：391 大卡(每100克),http://www.boohee.com/shiwu/mifen_fanqie_hengshi
"其它
  ",汤臣倍健蛋白混合饮料,热量：414 大卡(每100克),http://www.boohee.com/shiwu/tangchenbeijiandanbaihunheyinliao
"其它
  ",钙质糕粉,热量：367 大卡(每100克),http://www.boohee.com/shiwu/gaizhigaofen
"其它
  ",米粉（蔬菜，雀巢）,热量：394 大卡(每100克),http://www.boohee.com/shiwu/mifen_shucai_quechao
"其它
  ",高良姜,热量：255 大卡(每100克),http://www.boohee.com/shiwu/gaoliangjiang
"其它
  ",米粉（苹果，雀巢 ）,热量：374 大卡(每100克),http://www.boohee.com/shiwu/mifen_pingguo_quechao
"其它
  ",花椒叶（干）,热量：236 大卡(每100克),http://www.boohee.com/shiwu/huajiaoye_gan
"其它
  ",健儿粉,热量：369 大卡(每100克),http://www.boohee.com/shiwu/jianerfen
"其它
  ",阿拉斯加 康力士谷物提取物复合片（B族维生素）,热量：406 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiguwutiquwufuhepian
"其它
  ",红花,热量：220 大卡(每100克),http://www.boohee.com/shiwu/honghua
"其它
  ",阿拉斯加 康力士小麦胚芽油软胶囊,热量：588 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishixiaomaipeiyayouruanjiaonang
"其它
  ",莲子健儿粉,热量：352 大卡(每100克),http://www.boohee.com/shiwu/lianzijianerfen
"其它
  ",蜂蛹,热量：100 大卡(每100克),http://www.boohee.com/shiwu/fengyong
"其它
  ",木榧,热量：539 大卡(每100克),http://www.boohee.com/shiwu/mufei
"其它
  ",优莎娜纤维素（杏仁口味）,热量：303 大卡(每100克),http://www.boohee.com/shiwu/youshanaxianweisu_xingrenkouwei
"其它
  ",蜂蛹（大黄蜂）,热量：109 大卡(每100克),http://www.boohee.com/shiwu/fengyong_dahuangfeng
"其它
  ",藿香,热量：264 大卡(每100克),http://www.boohee.com/shiwu/hexiang
"其它
  ",李子园 草莓牛奶,热量：34 大卡(每100克),http://www.boohee.com/shiwu/fd9d2939
"其它
  ",维维 无添加蔗糖豆奶粉,热量：434 大卡(每100克),http://www.boohee.com/shiwu/fdb387b0
"其它
  ",天美健 大豆肽蛋白粉,热量：280 大卡(每100克),http://www.boohee.com/shiwu/fd4579f7
"其它
  ",闽贵海蜇丝,热量：8 大卡(每100克),http://www.boohee.com/shiwu/minguihaizhesi
"其它
  ",欧普特蒙 白金蛋白粉,热量：359 大卡(每100克),http://www.boohee.com/shiwu/fd99548b
"其它
  ",采森 葡萄糖酸锌口服液,热量：0 大卡(每100毫升),http://www.boohee.com/shiwu/fded2dae
"其它
  ",嘉康利 大豆蛋白质粉(香草口味),热量：380 大卡(每100克),http://www.boohee.com/shiwu/jiakanglidadoudanbaizhifen_xia
"其它
  ",禧贝 胡萝卜泥,热量：38 大卡(每100克),http://www.boohee.com/shiwu/fd29e499
"其它
  ",自然之家 维生素C泡腾片 （甜橙味）,热量：301 大卡(每100克),http://www.boohee.com/shiwu/fd2ec127
"其它
  ",优信 牛乳钙咀嚼片,热量：410 大卡(每100克),http://www.boohee.com/shiwu/fd756a4a
"其它
  ",美国克尔 啤酒酵母营养片,热量：170 大卡(每100克),http://www.boohee.com/shiwu/fd4569bf
"其它
  ",汤臣倍健 多种维生素矿物质片（女士型）,热量：0 大卡(每100克),http://www.boohee.com/shiwu/fda787c5
"其它
  ",斯俪魅替餐棒（草莓白巧克力味）,热量：369 大卡(每100克),http://www.boohee.com/shiwu/silimeiticanbang_caomeibaiqiao
"其它
  ",Rafferty's Garden 巧克力蛋奶冻,热量：101 大卡(每100克),http://www.boohee.com/shiwu/fd49bc06
"其它
  ",新食力 有机速食面（胡萝卜口味）,热量：372 大卡(每100克),http://www.boohee.com/shiwu/xinshilihiyoujisushimian_huluo
"其它
  ",雅培金装喜康宝星婴儿配方奶粉智护100,热量：503 大卡(每100克),http://www.boohee.com/shiwu/yapeijinzhuangxikangbaoxingyin
"其它
  ",科力福 秋梨膏,热量：131 大卡(每100克),http://www.boohee.com/shiwu/fd64a10f
"其它
  ",港铧 泡椒臭干子,热量：409 大卡(每100克),http://www.boohee.com/shiwu/fd6bffd6
"其它
  ",嘉力缘 黑豆醋参片【清畅】,热量：388 大卡(每100克),http://www.boohee.com/shiwu/fdf15db6
"菜肴
  ",蒜味烧茄子,热量：60 大卡(每100克),http://www.boohee.com/shiwu/suanweishaoqiezi
"菜肴
  ",红烧大排,热量：248 大卡(每100克),http://www.boohee.com/shiwu/hongshaodapai
"菜肴
  ",杂粮煎饼,热量：266 大卡(每100克),http://www.boohee.com/shiwu/zaliangjianbing
"菜肴
  ",玉米小米粥,热量：47 大卡(每100毫升),http://www.boohee.com/shiwu/yumitangxiaomizhou
"菜肴
  ",肉松面包,热量：326 大卡(每100克),http://www.boohee.com/shiwu/rousongmianbao
"菜肴
  ",豆沙包,热量：319 大卡(每100克),http://www.boohee.com/shiwu/doushabao
"菜肴
  ",麻酱拌黄瓜,热量：51 大卡(每100克),http://www.boohee.com/shiwu/majiangbanhuanggua
"菜肴
  ",凉拌黄瓜,热量：46 大卡(每100克),http://www.boohee.com/shiwu/qingbanhuanggua
"菜肴
  ",红烧带鱼,热量：170 大卡(每100克),http://www.boohee.com/shiwu/hongshaodaiyu
"菜肴
  ",虾仁冬瓜丝,热量：45 大卡(每100克),http://www.boohee.com/shiwu/xiapidongguasi
"菜肴
  ",牛肉面,热量：127 大卡(每100克),http://www.boohee.com/shiwu/niuroumian
"菜肴
  ",炒上海青,热量：53 大卡(每100克),http://www.boohee.com/shiwu/chaoqingcai
"菜肴
  ",番茄炒蛋,热量：85 大卡(每100克),http://www.boohee.com/shiwu/fanqiechaodan
"菜肴
  ",吐司,热量：278 大卡(每100克),http://www.boohee.com/shiwu/zizhitusi
"菜肴
  ",鸡蛋羹,热量：62 大卡(每100克),http://www.boohee.com/shiwu/qingzhengjidangeng
"菜肴
  ",绿豆汤,热量：46 大卡(每100克),http://www.boohee.com/shiwu/lvdoutang
"菜肴
  ",素炒小白菜,热量：46 大卡(每100克),http://www.boohee.com/shiwu/suchaoxiaobaicai
"菜肴
  ",烧茄子,热量：74 大卡(每100克),http://www.boohee.com/shiwu/shaoqiezi
"菜肴
  ",绿豆粥,热量：48 大卡(每100毫升),http://www.boohee.com/shiwu/lvdouzhou
"菜肴
  ",菜包子,热量：160 大卡(每100克),http://www.boohee.com/shiwu/xiangguqingcaibaozi
"菜肴
  ",蛋炒饭,热量：143 大卡(每100克),http://www.boohee.com/shiwu/danchaofan
"菜肴
  ",红烧鳓鱼,热量：216 大卡(每100克),http://www.boohee.com/shiwu/hongshaoyu
"菜肴
  ",盐水虾,热量：92 大卡(每100克),http://www.boohee.com/shiwu/yanshuixia
"菜肴
  ",清炒绿豆芽,热量：44 大卡(每100克),http://www.boohee.com/shiwu/chaolvdouya
"菜肴
  ",葱油饼,热量：259 大卡(每100克),http://www.boohee.com/shiwu/congyoubing
"菜肴
  ",清炒西葫芦,热量：47 大卡(每100克),http://www.boohee.com/shiwu/qingchaoxihulu
"菜肴
  ",西红柿鸡蛋面,热量：98 大卡(每100克),http://www.boohee.com/shiwu/xihongshijidanmian
"菜肴
  ",酸辣土豆丝,热量：122 大卡(每100克),http://www.boohee.com/shiwu/suanlatudousi
"菜肴
  ",红烧肉,热量：522 大卡(每100克),http://www.boohee.com/shiwu/hongshaorou
"菜肴
  ",韭菜包子,热量：171 大卡(每100克),http://www.boohee.com/shiwu/jiucaibaozi
"菜肴
  ",卤蛋,热量：148 大卡(每100克),http://www.boohee.com/shiwu/lujidan
"菜肴
  ",清炒土豆丝,热量：95 大卡(每100克),http://www.boohee.com/shiwu/qingchaotudousi
"菜肴
  ",清爽西兰花,热量：63 大卡(每100克),http://www.boohee.com/shiwu/qingshuangxilanhua
"菜肴
  ",烧麦,热量：220 大卡(每100克),http://www.boohee.com/shiwu/shaomai
"菜肴
  ",炒大白菜,热量：53 大卡(每100克),http://www.boohee.com/shiwu/chaodabaicai
"菜肴
  ",西红柿鸡蛋汤,热量：32 大卡(每100克),http://www.boohee.com/shiwu/xihongshijidantang
"菜肴
  ",大饼,热量：215 大卡(每100克),http://www.boohee.com/shiwu/dabing
"菜肴
  ",清蒸鱼,热量：105 大卡(每100克),http://www.boohee.com/shiwu/qingzhengyu
"菜肴
  ",酸菜鱼,热量：98 大卡(每100克),http://www.boohee.com/shiwu/suancaiyu
"菜肴
  ",寿司 自制1,热量：141 大卡(每100克),http://www.boohee.com/shiwu/shousijuanhihifebruaryzizhi
"菜肴
  ",麻婆豆腐,热量：126 大卡(每100克),http://www.boohee.com/shiwu/mapodoufu
"菜肴
  ",烧包菜丝,热量：48 大卡(每100克),http://www.boohee.com/shiwu/shaobaocaisi
"菜肴
  ",酸辣粉,热量：98 大卡(每100克),http://www.boohee.com/shiwu/suanlafen
"菜肴
  ",青椒炒鸡蛋,热量：105 大卡(每100克),http://www.boohee.com/shiwu/qingjiaochaojidan
"菜肴
  ",清炒芹菜,热量：44 大卡(每100克),http://www.boohee.com/shiwu/suchaoqincai
"菜肴
  ",粽子,热量：195 大卡(每100克),http://www.boohee.com/shiwu/zizhizongzi
"菜肴
  ",椒油拌海带,热量：68 大卡(每100克),http://www.boohee.com/shiwu/jiaoyoubanhaidai
"菜肴
  ",烙玉米饼,热量：150 大卡(每100克),http://www.boohee.com/shiwu/laoyumibing
"菜肴
  ",蔬菜沙拉,热量：40 大卡(每100克),http://www.boohee.com/shiwu/shucaishala
"菜肴
  ",清炒卷心菜,热量：44 大卡(每100克),http://www.boohee.com/shiwu/qingchaojuanxincai
"菜肴
  ",土豆烧肉,热量：173 大卡(每100克),http://www.boohee.com/shiwu/tudoushaorou
"菜肴
  ",清炒苦瓜,热量：39 大卡(每100克),http://www.boohee.com/shiwu/lajiaochaokugua
"菜肴
  ",炸花生米,热量：588 大卡(每100克),http://www.boohee.com/shiwu/zhahuashengmi
"菜肴
  ",洋白菜包子,热量：155 大卡(每100克),http://www.boohee.com/shiwu/yangbaicaibaozi
"菜肴
  ",寿司 自制2,热量：105 大卡(每100克),http://www.boohee.com/shiwu/shousi
"菜肴
  ",鱼香茄子,热量：81 大卡(每100克),http://www.boohee.com/shiwu/yuxiangqiezi
"菜肴
  ",核桃酥,热量：369 大卡(每100克),http://www.boohee.com/shiwu/hetaosu
"菜肴
  ",无糖银耳汤,热量：10 大卡(每100克),http://www.boohee.com/shiwu/wutangyinertang
"菜肴
  ",蒜拌绿豆芽,热量：39 大卡(每100克),http://www.boohee.com/shiwu/suanbanlvdouya
"菜肴
  ",凉拌海带丝,热量：56 大卡(每100克),http://www.boohee.com/shiwu/liangbanhaidaisi
"菜肴
  ",泡椒凤爪,热量：193 大卡(每100克),http://www.boohee.com/shiwu/paojiaofengzhua
"菜肴
  ",烤鸡翅,热量：204 大卡(每100克),http://www.boohee.com/shiwu/kaojichi
"菜肴
  ",青椒炒花菜,热量：62 大卡(每100克),http://www.boohee.com/shiwu/qingjiaochaohuacai
"菜肴
  ",无糖豆浆,热量：30 大卡(每100克),http://www.boohee.com/shiwu/zizhidoujiang_wutang
"菜肴
  ",赤豆粽子,热量：184 大卡(每100克),http://www.boohee.com/shiwu/chidouzongzi
"菜肴
  ",红烧鲫鱼,热量：122 大卡(每100克),http://www.boohee.com/shiwu/hongshaojiyu
"菜肴
  ",荞麦馒头,热量：218 大卡(每100克),http://www.boohee.com/shiwu/zizhiqiaomaimantou
"菜肴
  ",红豆包,热量：224 大卡(每100克),http://www.boohee.com/shiwu/hongdoubao
"菜肴
  ",水煮鱼片,热量：122 大卡(每100克),http://www.boohee.com/shiwu/shuizhuyupian
"菜肴
  ",水煮花生米,热量：402 大卡(每100克),http://www.boohee.com/shiwu/shuizhuhuashengmi
"菜肴
  ",菜煎饼,热量：151 大卡(每100克),http://www.boohee.com/shiwu/caijianbing
"菜肴
  ",炒胡萝卜片,热量：61 大卡(每100克),http://www.boohee.com/shiwu/chaohuluobopian
"菜肴
  ",清炒油麦菜,热量：45 大卡(每100克),http://www.boohee.com/shiwu/qingchaoyoumaicai
"菜肴
  ",红烧豆腐,热量：103 大卡(每100克),http://www.boohee.com/shiwu/hongshaodoufu
"菜肴
  ",红烧茄子,热量：61 大卡(每100克),http://www.boohee.com/shiwu/hongshaoqiezi
"菜肴
  ",蒜蓉海带,热量：51 大卡(每100克),http://www.boohee.com/shiwu/suanronghaidai
"菜肴
  ",烧花菜,热量：70 大卡(每100克),http://www.boohee.com/shiwu/shaohuacai
"菜肴
  ",黄瓜炒蛋,热量：51 大卡(每100克),http://www.boohee.com/shiwu/huangguachaodan
"菜肴
  ",清蒸蛋羹,热量：61 大卡(每100克),http://www.boohee.com/shiwu/qingzhengdangeng
"菜肴
  ",炒豇豆,热量：41 大卡(每100克),http://www.boohee.com/shiwu/chaojiangdou
"菜肴
  ",咖喱鸡块土豆,热量：102 大卡(每100克),http://www.boohee.com/shiwu/kalijikuaitudou
"菜肴
  ",素炒菜花,热量：58 大卡(每100克),http://www.boohee.com/shiwu/suchaocaihua
"菜肴
  ",花菜炒肉,热量：62 大卡(每100克),http://www.boohee.com/shiwu/roupianchaocaihua
"菜肴
  ",韭菜炒蛋,热量：94 大卡(每100克),http://www.boohee.com/shiwu/jiucaichaojidan2
"菜肴
  ",茶叶蛋,热量：152 大卡(每100克),http://www.boohee.com/shiwu/wuxiangchadan
"菜肴
  ",丝瓜炒蛋,热量：107 大卡(每100克),http://www.boohee.com/shiwu/siguachaodan
"菜肴
  ",肉丝茭白,热量：90 大卡(每100克),http://www.boohee.com/shiwu/rousijiaobai
"菜肴
  ",鲜虾肠粉,热量：128 大卡(每100克),http://www.boohee.com/shiwu/xiarenzhengchangfen
"菜肴
  ",肉片炒青椒,热量：93 大卡(每100克),http://www.boohee.com/shiwu/roupianchaoqingjiao
"菜肴
  ",五香鸭肉,热量：262 大卡(每100克),http://www.boohee.com/shiwu/wuxiangyarou
"菜肴
  ",珍珠奶茶,热量：52 大卡(每100克),http://www.boohee.com/shiwu/zhenzhunaicha
"菜肴
  ",红烧鸡块,热量：224 大卡(每100克),http://www.boohee.com/shiwu/hongshaojikuai
"菜肴
  ",红卤鸡爪,热量：236 大卡(每100克),http://www.boohee.com/shiwu/honglujizhua
"菜肴
  ",扬州炒饭,热量：146 大卡(每100克),http://www.boohee.com/shiwu/yangzhoudanchaofan
"菜肴
  ",蛋挞,热量：375 大卡(每100克),http://www.boohee.com/shiwu/danta
"菜肴
  ",炒土豆丝,热量：115 大卡(每100克),http://www.boohee.com/shiwu/chaotudousi
"菜肴
  ",牛肉包子,热量：216 大卡(每100克),http://www.boohee.com/shiwu/niuroubaozi
"菜肴
  ",炒面/炒粉,热量：194 大卡(每100克),http://www.boohee.com/shiwu/chaomian2
"菜肴
  ",韭菜炒绿豆芽,热量：41 大卡(每100克),http://www.boohee.com/shiwu/jiucaichaolvdouya
"菜肴
  ",千层饼,热量：269 大卡(每100克),http://www.boohee.com/shiwu/qiancengbing
